"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2150","1","0.08","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1275","6","0.73","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","625","2","0.26","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1275","6","0.73","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","625","2","0.26","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","3412","1","0.13","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","2355","7","0.90","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","1185","1","0.14","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","4760","12","1.47","1"
"TSP_MAS008","Basic Wall","Masonary wall 110mm (plaster)","7150","17","2.26","1"
"TSP_MAS008: 26","","","55645","119","15.36","26"
"TSP_MAS009","","","","","",""
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","5915","10","2.34","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","8415","23","5.52","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","6140","19","4.52","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","5970","14","3.25","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","4281","8","1.83","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","5990","12","2.85","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","3375","7","1.73","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","5217","14","3.41","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","3375","11","2.53","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","9071","24","5.85","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","1950","6","1.35","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","8265","23","5.45","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","1115","3","0.81","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","3000","9","2.06","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","4100","9","2.01","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","4805","12","2.73","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","2600","7","1.64","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","614","1","0.33","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","4156","8","1.83","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","1300","3","0.70","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","7420","24","5.59","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","3430","10","2.44","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","2365","9","2.04","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","915","3","0.76","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","2106","7","1.59","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","7796","19","4.48","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","7535","23","5.42","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","1030","3","0.65","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","8371","5","1.02","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","75","0","0.03","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","540","0","0.06","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","4211","2","0.52","1"
"TSP_MAS009","Basic Wall","Masonary wall 220mm (plaster)","1300","1","0.15","1"
"TSP_MAS009: 33","","","136749","327","77.50","33"
"Total: 88","","","316355","540","114.80","88"
